start,end,lwe,t_min,t_max,rh_min,rh_max,pluvio_pref,a,b,c,va_a,va_b,va_c,case_study
2015 Jan 16 01:30,2015 Jan 16 07:30,5.8,-1.3,-0.6,92,98,400,,,,
2015 Jan 22 21:00,2015 Jan 23 04:30,2.1,-13.3,-12.5,87,90,200,2015-01-22 22:52:00,2015-01-23 01:16:00,2015-01-23 02:14:00,,,,1

